$contributor.employer.matched
                                              (Intercept)  cycle2020
Business Warrior Corp                                -0.1333034
C3.ai, Inc.                                          -0.1333034
CA, INC.                                             -0.1333034
CADENCE DESIGN SYSTEMS INC                           -0.1333034
CAL INTERNATIONAL LTD                                -0.1333034
CalAmp Corp.                                         -0.1333034
CALLIDUS SOFTWARE INC                                -0.1333034
Cambium Networks Corp                                -0.1333034
Canadian Solar Inc.                                  -0.1333034
CANTALOUPE, INC.                                     -0.1333034
CAPRI CORP                                           -0.1333034
Carbon Black, Inc.                                   -0.1333034
Cardlytics, Inc.                                     -0.1333034
CARECENTRIC INC                                      -0.1333034
CareCloud, Inc.                                      -0.1333034
CareView Communications Inc                          -0.1333034
CARLETON CORP                                        -0.1333034
Casa Systems Inc                                     -0.1333034
CASCADE TECHNOLOGIES CORP                            -0.1333034
CATAPULT COMMUNICATIONS CORP                         -0.1333034
CAVIUM, INC.                                         -0.1333034
CDC CORP                                             -0.1333034
CDC Software CORP                                    -0.1333034
CELERITY SOLUTIONS INC                               -0.1333034
CELESTICA INC                                        -0.1333034
CERAGON NETWORKS LTD                                 -0.1333034
Cerebras Systems Inc.                                -0.1333034
Cerence Inc.                                         -0.1333034
CERNER Corp                                          -0.1333034
Certara, Inc.                                        -0.1333034
CEVA INC                                             -0.1333034
CHANNELADVISOR CORP                                  -0.1333034
CHANNELL COMMERCIAL CORP                             -0.1333034
CHECK POINT SOFTWARE TECHNOLOGIES LTD                -0.1333034
CHECKPOINT SYSTEMS INC                               -0.1333034
China Inc                                            -0.1333034
CI&T Inc                                             -0.1333034
CICERO INC                                           -0.1333034
CIDRA CORP                                           -0.1333034
CIENA CORP                                           -0.1333034
CIMETRIX INC                                         -0.1333034
CIRCUIT SYSTEMS INC                                  -0.1333034
CIRRUS LOGIC, INC.                                   -0.1333034
CISCO SYSTEMS, INC.                                  -0.1333034
CISION LTD.                                          -0.1333034
CITRIX SYSTEMS INC                                   -0.1333034
CLARE INC                                            -0.1333034
CLARIFY INC                                          -0.1333034
Clear Secure, Inc.                                   -0.1333034
Clearfield, Inc.                                     -0.1333034
CLEARONE INC                                         -0.1333034
CLINICAL INTELLIGENCE INC                            -0.1333034
Cloudera, Inc.                                       -0.1333034
Cloudflare, Inc.                                     -0.1333034
CloudMinds Inc.                                      -0.1333034
CLPS Inc                                             -0.1333034
CMC INDUSTRIES INC                                   -0.1333034
CMC Materials, Inc.                                  -0.1333034
CNF TECHNOLOGIES INC                                 -0.1333034
COBRA ELECTRONICS CORP                               -0.1333034
Coforge Ltd                                          -0.1333034
Cogent, Inc.                                         -0.1333034
COGNIZANT TECHNOLOGY SOLUTIONS CORP                  -0.1333034
COGNOS INC                                           -0.1333034
COMMAND SYSTEMS INC                                  -0.1333034
CommerceHub, Inc.                                    -0.1333034
COMMSCOPE INC                                        -0.1333034
COMMUNICATIONS & POWER INDUSTRIES LLC                -0.1333034
COMMVAULT SYSTEMS INC                                -0.1333034
COMPRESSION LABS INC                                 -0.1333034
COMPUDYNE CORP                                       -0.1333034
COMPUSERVE CORP                                      -0.1333034
COMPUTER SCIENCES CORP                               -0.1333034
Computer Software Innovations, Inc.                  -0.1333034
COMPUTER TASK GROUP INC                              -0.1333034
COMPUWARE CORP                                       -0.1333034
COMTREX SYSTEMS CORP                                 -0.1333034
CONCENTRA CORP                                       -0.1333034
CONCERO INC                                          -0.1333034
CONCUR TECHNOLOGIES INC                              -0.1333034
CONCURRENT COMPUTER CORP                             -0.1333034
CONEXANT SYSTEMS INC                                 -0.1333034
Confluent, Inc.                                      -0.1333034
CONNECTED CORP                                       -0.1333034
CONNECTURE INC                                       -0.1333034
Consensus Cloud Solutions, Inc.                      -0.1333034
CONSILIUM INC                                        -0.1333034
CONSTELLATION SOFTWARE INC                           -0.1333034
CONTINUUM CO INC                                     -0.1333034
CONTROL DEVICES INC                                  -0.1333034
CONTROL4 CORP                                        -0.1333034
CONVERA Corp                                         -0.1333034
ConvergeOne Holdings, Inc.                           -0.1333034
CONVERGEX INC.                                       -0.1333034
Convio, Inc.                                         -0.1333034
COORSTEK INC                                         -0.1333034
CORAL SYSTEMS INC                                    -0.1333034
CORCOM INC                                           -0.1333034
CoreCard Corp                                        -0.1333034
COREL CORP                                           -0.1333034
CoreWeave, Inc.                                      -0.1333034
Cornerstone OnDemand Inc                             -0.1333034
Corridor Communications Corp                         -0.1333034
Corsair Components, Inc.                             -0.1333034
Corsair Gaming, Inc.                                 -0.1333034
CORTINA SYSTEMS INC                                  -0.1333034
Couchbase, Inc.                                      -0.1333034
COUNTERPATH CORP                                     -0.1333034
Coupa Software Inc                                   -0.1333034
Coursera, Inc.                                       -0.1333034
CPI INTERNATIONAL, INC.                              -0.1333034
CRAY COMPUTER CORP                                   -0.1333034
CRAY INC                                             -0.1333034
CREATIVE REALITIES, INC.                             -0.1333034
CREATIVE TECHNOLOGY LTD                              -0.1333034
Cross Match Technologies, Inc.                       -0.1333034
CROSSCOMM CORP                                       -0.1333034
CROSSROADS SYSTEMS INC                               -0.1333034
CROSSWORLDS SOFTWARE INC                             -0.1333034
CrowdStrike Holdings, Inc.                           -0.1333034
Crown Electrokinetics Corp.                          -0.1333034
CS Disco, Inc.                                       -0.1333034
CSI TECHNOLOGIES INC                                 -0.1333034
CSRA Inc.                                            -0.1333034
CTS CORP                                             -0.1333034
CVC INC                                              -0.1333034
CVENT INC                                            -0.1333034
CYAN INC                                             -0.1333034
CyberArk Software Ltd.                               -0.1333034
CYBERLUX CORP                                        -0.1333034
Cycurion, Inc.                                       -0.1333034
CYNET INC                                            -0.1333034
Cyngn Inc.                                           -0.1333034
CYREN Ltd.                                           -0.1333034
Cyxtera Technologies, Inc.                           -0.1333034
DAEGIS INC.                                          -0.1333034
DANGER INC                                           -0.1333034
DAS Inc                                              -0.1333034
DATA DIMENSIONS INC                                  -0.1333034
Data443 Risk Mitigation, Inc.                        -0.1333034
DATACARD CORP                                        -0.1333034
Datadog, Inc.                                        -0.1333034
DATALINK CORP                                        -0.1333034
DATAMETRICS CORP                                     -0.1333034
DATAPATH INC                                         -0.1333034
DataStax, Inc.                                       -0.1333034
DATATEC SYSTEMS INC                                  -0.1333034
DATATRAK INTERNATIONAL INC                           -0.1333034
DATAWATCH CORP                                       -0.1333034
DATAWORKS CORP                                       -0.1333034
DAVIDSON & ASSOCIATES INC                            -0.1333034
Dayforce, Inc.                                       -0.1333034
DDI CORP                                             -0.1333034
Dealertrack Technologies, Inc                        -0.1333034
DecisionPoint Systems, Inc.                          -0.1333034
Definitive Healthcare Corp.                          -0.1333034
DELL INC                                             -0.1333034
Dell Technologies Inc.                               -0.1333034
DeltaSoft Corp                                       -0.1333034
DELTEK, INC                                          -0.1333034
DemandTec, Inc.                                      -0.1333034
Demandware Inc                                       -0.1333034
DESCARTES SYSTEMS GROUP INC                          -0.1333034
DETAILS INC                                          -0.1333034
DETERMINE, INC.                                      -0.1333034
DIALOG SEMICONDUCTOR PLC                             -0.1333034
DIALOGIC CORP                                        -0.1333034
Diamond Lane, Inc.                                   -0.1333034
DIEBOLD NIXDORF, Inc                                 -0.1333034
DIGI INTERNATIONAL INC                               -0.1333034
DIGIMARC CORP                                        -0.1333034
DIGITAL LINK CORP                                    -0.1333034
Digital Systems, Inc.                                -0.1333034
Diligent Corp                                        -0.1333034
DIRTT ENVIRONMENTAL SOLUTIONS LTD                    -0.1333034
DISH LTD                                             -0.1333034
DIVX INC                                             -0.1333034
DMI INC /CO/                                         -0.1333034
Docebo Inc.                                          -0.1333034
DOCUSIGN, INC.                                       -0.1333034
DOMO, INC.                                           -0.1333034
DOT HILL SYSTEMS CORP                                -0.1333034
Dot VN, Inc.                                         -0.1333034
Doximity, Inc.                                       -0.1333034
DRI CORP                                             -0.1333034
DROPBOX, INC.                                        -0.1333034
DRS COMMUNICATIONS CO LLC                            -0.1333034
DRS TECHNOLOGIES INC                                 -0.1333034
DRS TEST & ENERGY MANAGEMENT INC                     -0.1333034
DSC Holdings Ltd.                                    -0.1333034
DSP COMMUNICATIONS INC                               -0.1333034
DUCK CREEK TECHNOLOGIES, INC.                        -0.1333034
Duolingo, Inc.                                       -0.1333034
DYNAMIC MEDIA INC                                    -0.1333034
DYNATEC INTERNATIONAL INC                            -0.1333034
Dynatrace, Inc.                                      -0.1333034
DZS INC.                                             -0.1333034
E DIGITAL CORP                                       -0.1333034
E SYSTEMS INC                                        -0.1333034
E2open Inc                                           -0.1333034
E3 CORP                                              -0.1333034
EAGLE POINT SOFTWARE CORP                            -0.1333034
EARTHWATCH INC                                       -0.1333034
EBIX INC                                             -0.1333034
ECHELON CORP                                         -0.1333034
ECI TELECOM LTD/                                     -0.1333034
Ecoss Inc.                                           -0.1333034
ECST Holdings Ltd                                    -0.1333034
EdgeWave, Inc.                                       -0.1333034
EDIFY CORP                                           -0.1333034
EDO CORP                                             -0.1333034
EDOCS INC                                            -0.1333034
EF Johnson Technologies, Inc.                        -0.1333034
EGAIN Corp                                           -0.1333034
Egenera, Inc.                                        -0.1333034
EIDOS PLC                                            -0.1333034
ELCO Management Co., LLC                             -0.1333034
ELECSYS CORP                                         -0.1333034
ELECTRONIC ARTS INC.                                 -0.1333034
ELECTRONICS FOR IMAGING INC                          -0.1333034
ELLIE MAE INC                                        -0.1333034
EMAGIN CORP                                          -0.1333034
EMBARCADERO TECHNOLOGIES INC                         -0.1333034
EMC CORP                                             -0.1333034
EMCORE CORP                                          -0.1333034
eMedia Group Inc.                                    -0.1333034
EMR Technology Solutions, Inc.                       -0.1333034
EMS TECHNOLOGIES INC                                 -0.1333034
Endava plc                                           -0.1333034
Energous Corp                                        -0.1333034
ENERNOC INC                                          -0.1333034
Enfusion, Inc.                                       -0.1333034
EngageSmart, Inc.                                    -0.1333034
ENOVA SYSTEMS INC                                    -0.1333034
Enphase Energy, Inc.                                 -0.1333034
ENTERPRISE ELECTRONICS CORP                          -0.1333034
ENTERPRISE ENERGY, INC.                              -0.1333034
ENTERWORKS INC                                       -0.1333034
ENTRATA, INC.                                        -0.1333034
ENTRUST INC                                          -0.1333034
ENTWISTLE CO                                         -0.1333034
ENVIVIO INC                                          -0.1333034
EPAM Systems, Inc.                                   -0.1333034
Epazz Inc                                            -0.1333034
EPIC RESEARCH CO INC                                 -0.1333034
EPICOR SOFTWARE CORP                                 -0.1333034
Epicor, Inc.                                         -0.1333034
EPIQ SYSTEMS INC                                     -0.1333034
ESCO TECHNOLOGIES INC                                -0.1333034
ESIM LTD                                             -0.1333034
ESL Ltd                                              -0.1333034
ESOFT INC                                            -0.1333034
ESPEY MFG & ELECTRONICS CORP                         -0.1333034
ESS TECHNOLOGY INC                                   -0.1333034
ETOTALSOURCE INC                                     -0.1333034
Eventbrite, Inc.                                     -0.1333034
EVERBRIDGE, INC.                                     -0.1333034
EverCommerce Inc.                                    -0.1333034
EverQuote, Inc.                                      -0.1333034
EVERSPIN TECHNOLOGIES INC.                           -0.1333034
EXA CORP                                             -0.1333034
ExactTarget, Inc.                                    -0.1333034
EXAR CORP                                            -0.1333034
EXCELON CORP                                         -0.1333034
EXCITE INC                                           -0.1333034
EXE TECHNOLOGIES INC                                 -0.1333034
Exelis Inc.                                          -0.1333034
Expensify, Inc.                                      -0.1333034
Exponential Interactive, Inc.                        -0.1333034
EXRO TECHNOLOGIES INC.                               -0.1333034
EXTREME NETWORKS INC                                 -0.1333034
Exyn Technologies, Inc.                              -0.1333034
F5, INC.                                             -0.1333034
Fabrinet                                             -0.1333034
FACTSET RESEARCH SYSTEMS INC                         -0.1333034
FAIRCHILD SEMICONDUCTOR CORP                         -0.1333034
FALCONSTOR SOFTWARE INC                              -0.1333034
Fastly, Inc.                                         -0.1333034
FDP CORP                                             -0.1333034
Figma, Inc.                                          -0.1333034
FILETEK INC                                          -0.1333034
FINISAR CORP                                         -0.1333034
FIRECOM INC                                          -0.1333034
FIRST ALERT INC                                      -0.1333034
FIRST SOLAR, INC.                                    -0.1333034
FITBIT, INC.                                         -0.1333034
FLEX LTD.                                            -0.1333034
Flutter Entertainment plc                            -0.1333034
FORCE10 NETWORKS INC                                 -0.1333034
FORECROSS CORP                                       -0.1333034
FORESCOUT TECHNOLOGIES, INC                          -0.1333034
ForgeRock, Inc.                                      -0.1333034
FORMFACTOR INC                                       -0.1333034
Fortinet, Inc.                                       -0.1333034
Frankly Inc                                          -0.1333034
FREESCALE SEMICONDUCTOR INC                          -0.1333034
Freeze Tag, Inc.                                     -0.1333034
Freshworks Inc.                                      -0.1333034
FriendFinder Networks Inc.                           -0.1333034
FSONA SYSTEMS CORP.                                  -0.1333034
FTC Solar, Inc.                                      -0.1333034
FTP SOFTWARE INC                                     -0.1333034
FULCRUM TECHNOLOGIES INC                             -0.1333034
Full Spectrum Inc.                                   -0.1333034
Function(x) Inc.                                     -0.1333034
FUNDTECH LTD                                         -0.1333034
Fusemachines Inc.                                    -0.1333034
Fusion Connect, Inc.                                 -0.1333034
FUSION-IO, INC.                                      -0.1333034
FWT INC                                              -0.1333034
GAMES INC                                            -0.1333034
GAN Ltd                                              -0.1333034
GARMIN LTD                                           -0.1333034
GATEWAY INC                                          -0.1333034
Gawk Inc.                                            -0.1333034
GBC INTERNATIONAL INC                                -0.1333034
GCT SEMICONDUCTOR INC                                -0.1333034
GDC Technology Ltd                                   -0.1333034
GDS Holdings Ltd                                     -0.1333034
GEM SOLUTIONS, INC.                                  -0.1333034
Gen Digital Inc.                                     -0.1333034
GENERAL MICROWAVE CORP                               -0.1333034
GENESYS TELECOMMUNICATIONS LABORATORIES INC          -0.1333034
GENICOM CORP                                         -0.1333034
Genius Group Ltd                                     -0.1333034
GetGo, Inc.                                          -0.1333034
Gitlab Inc.                                          -0.1333034
Glimpse Group, Inc.                                  -0.1333034
GLOBAL INNOVATION CORP.                              -0.1333034
Global Tech Solutions, Inc.                          -0.1333034
GLOBAL TECHNOLOGIES LTD                              -0.1333034
GLOBALFOUNDRIES Inc.                                 -0.1333034
GLOBALSCAPE INC                                      -0.1333034
GLOBECOMM SYSTEMS INC                                -0.1333034
Glow Holdings, Inc.                                  -0.1333034
GLU MOBILE INC                                       -0.1333034
GoDaddy Inc.                                         -0.1333034
Golden Star Enterprises Ltd.                         -0.1333034
GOMEZ INC                                            -0.1333034
GOOD TECHNOLOGY Corp                                 -0.1333034
GOOGLE INC.                                          -0.1333034
GRAPHON CORP                                         -0.1333034
GrayMeta, Inc.                                       -0.1333034
Greentech Innovations, Inc.                          -0.1333034
GREENWAY MEDICAL TECHNOLOGIES INC                    -0.1333034
GRIFFIN TECHNOLOGY INC                               -0.1333034
Grindr Inc.                                          -0.1333034
Growflow Corp.                                       -0.1333034
GSE SYSTEMS INC                                      -0.1333034
GSI TECHNOLOGY INC                                   -0.1333034
GT Advanced Technologies Inc.                        -0.1333034
GTI CORP                                             -0.1333034
Guar Global Ltd.                                     -0.1333034
Guerrilla RF, Inc.                                   -0.1333034
Guidance Software, Inc.                              -0.1333034
Guidewire Software, Inc.                             -0.1333034
HADCO CORP                                           -0.1333034
HANDSPRING INC                                       -0.1333034
Hanwha Q CELLS Co., Ltd.                             -0.1333034
HARBINGER CORP                                       -0.1333034
HARMONIC INC.                                        -0.1333034
HARRIS CORP                                          -0.1333034
HashiCorp, Inc.                                      -0.1333034
HAYES CORP                                           -0.1333034
HBO & CO                                             -0.1333034
HEADWAY TECHNOLOGIES INC                             -0.1333034
Health Catalyst, Inc.                                -0.1333034
HEALTH SYSTEMS SOLUTIONS INC                         -0.1333034
HEALTHCARE COM CORP                                  -0.1333034
HEALTHCARE SOFTWARE INC                              -0.1333034
Healthcare Triangle, Inc.                            -0.1333034
HEALTHSTREAM INC                                     -0.1333034
HEI INC                                              -0.1333034
Helo Corp.                                           -0.1333034
HENSCHEL INC                                         -0.1333034
Hewlett Packard Enterprise Co                        -0.1333034
HITTITE MICROWAVE CORP                               -0.1333034
hopTo Inc.                                           -0.1333034
Hortonworks, Inc.                                    -0.1333034
HP INC                                               -0.1333034
HPR INC                                              -0.1333034
HTE INC                                              -0.1333034
HUBBELL INC                                          -0.1333034
HUBSPOT INC                                          -0.1333034
HUMMINGBIRD LTD                                      -0.1333034
HUTCHINSON TECHNOLOGY INC                            -0.1333034
HUYA Inc.                                            -0.1333034
HYLAND SOFTWARE INC                                  -0.1333034
HYPERION SOLUTIONS CORP                              -0.1333034
HYTEK MICROSYSTEMS INC                               -0.1333034
I2 TECHNOLOGIES INC                                  -0.1333034
i3 Verticals, Inc.                                   -0.1333034
IBIZ INC                                             -0.1333034
IC2E International Inc.                              -0.1333034
ICST INC                                             -0.1333034
ID SYSTEMS INC                                       -0.1333034
Identiv, Inc.                                        -0.1333034
iDNA, Inc.                                           -0.1333034
IDS Group, Inc.                                      -0.1333034
IEC ELECTRONICS CORP                                 -0.1333034
IEH Corp                                             -0.1333034
IENTERTAINMENT NETWORK INC                           -0.1333034
IGATE CORP                                           -0.1333034
IHS Inc.                                             -0.1333034
IHS Markit Ltd.                                      -0.1333034
IMAGEWARE SYSTEMS INC                                -0.1333034
IMANAGE INC                                          -0.1333034
IMC Holdings, Inc.                                   -0.1333034
IMMERSION CORP                                       -0.1333034
IMP INC                                              -0.1333034
IMPAC MEDICAL SYSTEMS INC                            -0.1333034
IMPERVA INC                                          -0.1333034
IMPINJ INC                                           -0.1333034
Imprivata Inc                                        -0.1333034
inContact, Inc.                                      -0.1333034
indie Semiconductor, Inc.                            -0.1333034
INDUS INTERNATIONAL INC                              -0.1333034
INET TECHNOLOGIES INC                                -0.1333034
Infinera Corp                                        -0.1333034
INFINITE GROUP INC                                   -0.1333034
INFINITI SOLUTIONS LTD                               -0.1333034
INFOCUS CORP                                         -0.1333034
Infor (US), Inc.                                     -0.1333034
Infor, Inc.                                          -0.1333034
INFORMATICA LLC                                      -0.1333034
INFORMATION ARCHITECTS CORP                          -0.1333034
Infosys Ltd                                          -0.1333034
INITIATE SYSTEMS INC                                 -0.1333034
InnoLight Technology Corp                            -0.1333034
INNOVATIVE MICRO TECHNOLOGY INC                      -0.1333034
INNOVEX INC                                          -0.1333034
Innovid Corp.                                        -0.1333034
INPHI Corp                                           -0.1333034
InPlay Technologies, Inc.                            -0.1333034
Inrad Optics, Inc.                                   -0.1333034
INSEEGO CORP.                                        -0.1333034
Inspired Entertainment, Inc.                         -0.1333034
InsPro Technologies Corp                             -0.1333034
INSTRUCTURE INC                                      -0.1333034
Intapp, Inc.                                         -0.1333034
INTEGRATED SILICON SYSTEMS INC                       -0.1333034
INTEGRATED SYSTEMS INC                               -0.1333034
INTEL CORP                                           -0.1333034
INTELLECTUAL TECHNOLOGY INC                          -0.1333034
INTELLICORP INC                                      -0.1333034
INTELLINETICS, INC.                                  -0.1333034
INTELLIWORXX INC                                     -0.1333034
INTERACTIVE INTELLIGENCE INC                         -0.1333034
INTERCARD INC                                        -0.1333034
INTERFACE SYSTEMS INC                                -0.1333034
INTERGRAPH CORP                                      -0.1333034
INTERLINK ELECTRONICS INC                            -0.1333034
INTERLOGIX INC                                       -0.1333034
Intermec, Inc.                                       -0.1333034
INTERMEDIA CLOUD COMMUNICATIONS, INC.                -0.1333034
INTERMOLECULAR INC                                   -0.1333034
Internap Corp                                        -0.1333034
INTERNATIONAL BUSINESS MACHINES CORP                 -0.1333034
INTERNATIONAL MANUFACTURING SERVICES INC             -0.1333034
INTERNET INITIATIVE JAPAN INC                        -0.1333034
INTERPHASE CORP                                      -0.1333034
INTERTRUST TECHNOLOGIES Corp                         -0.1333034
INTERVOICE INC                                       -0.1333034
INTRICON CORP                                        -0.1333034
INTRINSIX CORP                                       -0.1333034
INTRUSION INC                                        -0.1333034
INTUIT INC.                                          -0.1333034
Intuitive Machines, Inc.                             -0.1333034
InvenSense Inc                                       -0.1333034
IONA TECHNOLOGIES PLC                                -0.1333034
IonQ, Inc.                                           -0.1333034
IPC INFORMATION SYSTEMS INC                          -0.1333034
IPG PHOTONICS CORP                                   -0.1333034
IronNet, Inc.                                        -0.1333034
ISE LABS INC                                         -0.1333034
iSign Solutions Inc.                                 -0.1333034
IT Management, Inc.                                  -0.1333034
ITA Holdings, Inc.                                   -0.1333034
ITERIS, INC.                                         -0.1333034
IXYS, LLC                                            -0.1333034
JABIL INC                                            -0.1333034
JACADA LTD                                           -0.1333034
JACK HENRY & ASSOCIATES INC                          -0.1333034
JAGGED PEAK, INC.                                    -0.1333034
JAM INC                                              -0.1333034
JAZZ SEMICONDUCTOR INC                               -0.1333034
JDA SOFTWARE GROUP INC                               -0.1333034
Jetblack Corp                                        -0.1333034
JFrog Ltd                                            -0.1333034
JNI CORP                                             -0.1333034
JPM CO                                               -0.1333034
JTS CORP                                             -0.1333034
JUDGE GROUP INC                                      -0.1333034
JUNIPER NETWORKS INC                                 -0.1333034
Justworks, Inc.                                      -0.1333034
KALTURA INC                                          -0.1333034
KEANE, INC.                                          -0.1333034
Keen Home Inc.                                       -0.1333034
KEMET CORP                                           -0.1333034
KENEXA CORP                                          -0.1333034
KEYW HOLDING CORP                                    -0.1333034
Kimball Electronics, Inc.                            -0.1333034
King Digital Entertainment plc                       -0.1333034
KISMET INC                                           -0.1333034
Klaviyo, Inc.                                        -0.1333034
KLDiscovery Inc.                                     -0.1333034
Knightscope, Inc.                                    -0.1333034
KNOVA SOFTWARE, INC.                                 -0.1333034
KnowBe4, Inc.                                        -0.1333034
Kodiak Robotics, Inc.                                -0.1333034
Kofax Ltd                                            -0.1333034
KONAMI CORP                                          -0.1333034
KOPIN CORP                                           -0.1333034
KPISoft, Inc.                                        -0.1333034
KRONOS INC                                           -0.1333034
Kubient, Inc.                                        -0.1333034
KULICKE & SOFFA INDUSTRIES INC                       -0.1333034
Kyndryl Holdings, Inc.                               -0.1333034
KYOCERA CORP                                         -0.1333034
L 3 COMMUNICATIONS HOLDINGS INC                      -0.1333034
L3 TECHNOLOGIES, INC.                                -0.1333034
LABARGE INC                                          -0.1333034
LANDMARK GRAPHICS CORP                               -0.1333034
LANDMARK SYSTEMS CORP                                -0.1333034
LANTRONIX INC                                        -0.1333034
Latitude Solutions, Inc.                             -0.1333034
Lattice INC                                          -0.1333034
LATTICE SEMICONDUCTOR CORP                           -0.1333034
Lawson Software, Inc.                                -0.1333034
LEARNING CO INC                                      -0.1333034
Leet INC.                                            -0.1333034
LEGATO SYSTEMS INC                                   -0.1333034
Legion Works, Inc.                                   -0.1333034
Leidos Holdings, Inc.                                -0.1333034
Leidos, Inc.                                         -0.1333034
Leonardo DRS, Inc.                                   -0.1333034
LG Display Co., Ltd.                                 -0.1333034
LHS GROUP INC                                        -0.1333034
Light & Wonder, Inc.                                 -0.1333034
Lightning Gaming, Inc.                               -0.1333034
LIGHTPATH TECHNOLOGIES INC                           -0.1333034
Lightspeed Commerce Inc.                             -0.1333034
Lightspeed Systems, Inc                              -0.1333034
LIMEADE, INC                                         -0.1333034
LINE Corp                                            -0.1333034
LINKEDIN CORP                                        -0.1333034
LIVEPERSON INC                                       -0.1333034
LIVINGSTON ENTERPRISES INC                           -0.1333034
Livongo Health, Inc.                                 -0.1333034
Local Matters Inc.                                   -0.1333034
LOGILITY INC                                         -0.1333034
LogMeIn, Inc.                                        -0.1333034
LogRhythm, Inc.                                      -0.1333034
LOJACK CORP                                          -0.1333034
LORAL SPACE & COMMUNICATIONS INC.                    -0.1333034
LOTUS DEVELOPMENT CORP                               -0.1333034
LOUD TECHNOLOGIES INC                                -0.1333034
LQ CORP INC                                          -0.1333034
LSI CORP                                             -0.1333034
Lumentum Holdings Inc.                               -0.1333034
LUMERA CORP                                          -0.1333034
LYCOS INC                                            -0.1333034
LYRIS, INC.                                          -0.1333034
MA COM INC                                           -0.1333034
MAGIC SOFTWARE ENTERPRISES LTD                       -0.1333034
MagnaChip Semiconductor CORP                         -0.1333034
MAGNETEK, INC.                                       -0.1333034
MAGNETIC TECHNOLOGIES CORP                           -0.1333034
MAGNITE, INC.                                        -0.1333034
Majesco                                              -0.1333034
MAKEMUSIC, INC.                                      -0.1333034
MAKER COMMUNICATIONS INC                             -0.1333034
MANAGEMENT TECHNOLOGIES INC                          -0.1333034
MANATRON INC                                         -0.1333034
Mandiant, Inc.                                       -0.1333034
MANHATTAN ASSOCIATES INC                             -0.1333034
MAPICS INC                                           -0.1333034
MAPR TECHNOLOGIES, INC.                              -0.1333034
MARCHEX INC                                          -0.1333034
MariaDB plc                                          -0.1333034
Marketo, Inc.                                        -0.1333034
MARKETWISE, INC.                                     -0.1333034
Marqeta, Inc.                                        -0.1333034
MARVELL TECHNOLOGY GROUP LTD                         -0.1333034
Marvell Technology, Inc.                             -0.1333034
MAS TECHNOLOGY LTD                                   -0.1333034
Match Group, Inc.                                    -0.1333034
Mattersight Corp                                     -0.1333034
MAVENIR SYSTEMS INC                                  -0.1333034
Maxar Technologies Inc.                              -0.1333034
Maxeon Solar Technologies, Ltd.                      -0.1333034
MAXIM INTEGRATED PRODUCTS INC                        -0.1333034
MAXIS INC                                            -0.1333034
MAXLINEAR, INC                                       -0.1333034
MaxQ AI Ltd.                                         -0.1333034
McAfee, Inc.                                         -0.1333034
MCE COMPANIES INC                                    -0.1333034
MCK COMMUNICATIONS INC                               -0.1333034
mCloud Technologies Corp.                            -0.1333034
MCMS INC                                             -0.1333034
MCS INC                                              -0.1333034
MD TECHNOLOGIES INC                                  -0.1333034
MDI TECHNOLOGIES INC                                 -0.1333034
Medallia, Inc.                                       -0.1333034
MEDASSETS INC                                        -0.1333034
MEDecision, Inc.                                     -0.1333034
MediaMorph Inc                                       -0.1333034
MEDIC COMPUTER SYSTEMS INC                           -0.1333034
Medical Information Technology, Inc.                 -0.1333034
Medidata Solutions, Inc.                             -0.1333034
MEDIWARE INFORMATION SYSTEMS INC                     -0.1333034
MEDRESPONSE CORP.                                    -0.1333034
Meganet Corp                                         -0.1333034
Mellanox Technologies, Ltd.                          -0.1333034
MEMSIC Inc                                           -0.1333034
MENTOR GRAPHICS CORP                                 -0.1333034
MERCURY INTERACTIVE CORP                             -0.1333034
MERCURY PAYMENT SYSTEMS, INC.                        -0.1333034
MERCURY SYSTEMS INC                                  -0.1333034
MERGE HEALTHCARE INC                                 -0.1333034
MeridianLink, Inc.                                   -0.1333034
MERIX CORP                                           -0.1333034
Merlin Labs, Inc.                                    -0.1333034
Merlin, Inc.                                         -0.1333034
MERU NETWORKS INC                                    -0.1333034
Meta Platforms, Inc.                                 -0.1333034
METALINK LTD                                         -0.1333034
METHODE ELECTRONICS INC                              -0.1333034
mF International Ltd                                 -0.1333034
MICREL INC                                           -0.1333034
MICRO FOCUS INTERNATIONAL PLC                        -0.1333034
MICROCHIP TECHNOLOGY INC                             -0.1333034
MICROCOM INC                                         -0.1333034
MICRON TECHNOLOGY INC                                -0.1333034
MICROPAC INDUSTRIES INC                              -0.1333034
MICROS SYSTEMS INC                                   -0.1333034
MICROSEMI CORP                                       -0.1333034
MICROSOFT CORP                                       -0.1333034
MICROVISION, INC.                                    -0.1333034
MICROWAVE TRANSMISSION SYSTEMS INC                   -0.1333034
MIDWAY GAMES INC                                     -0.1333034
Mimecast Ltd                                         -0.1333034
MIND TECHNOLOGY, INC                                 -0.1333034
MindForge Inc.                                       -0.1333034
MIPS TECHNOLOGIES INC                                -0.1333034
MISSION CRITICAL SOFTWARE INC                        -0.1333034
MITEK SYSTEMS INC                                    -0.1333034
MITEL NETWORKS CORP                                  -0.1333034
Mitesco, Inc.                                        -0.1333034
MiX Telematics Ltd                                   -0.1333034
MNB TECHNOLOGIES INC                                 -0.1333034
MOAI TECHNOLOGIES INC                                -0.1333034
MOBILEIRON, INC.                                     -0.1333034
MobileSmith, Inc.                                    -0.1333034
MobilityPay Holdings, Inc.                           -0.1333034
MOBITV, INC.                                         -0.1333034
MOBIX LABS, INC                                      -0.1333034
