$contributor.employer.matched
                                              (Intercept)  cycle2020
Meta Platforms, Inc.                                                  0.5425789
METALINK LTD                                                          0.5425789
METHODE ELECTRONICS INC                                               0.5425789
mF International Ltd                                                  0.5425789
MICREL INC                                                            0.5425789
MICRO FOCUS INTERNATIONAL PLC                                         0.5425789
MICROCHIP TECHNOLOGY INC                                              0.5425789
MICROCOM INC                                                          0.5425789
MICRON TECHNOLOGY INC                                                 0.5425789
MICROPAC INDUSTRIES INC                                               0.5425789
MICROS SYSTEMS INC                                                    0.5425789
MICROSEMI CORP                                                        0.5425789
MICROSOFT CORP                                                        0.5425789
MICROVISION, INC.                                                     0.5425789
MICROWAVE TRANSMISSION SYSTEMS INC                                    0.5425789
MIDWAY GAMES INC                                                      0.5425789
Mimecast Ltd                                                          0.5425789
MIND TECHNOLOGY, INC                                                  0.5425789
MindForge Inc.                                                        0.5425789
MIPS TECHNOLOGIES INC                                                 0.5425789
MISSION CRITICAL SOFTWARE INC                                         0.5425789
MITEK SYSTEMS INC                                                     0.5425789
MITEL NETWORKS CORP                                                   0.5425789
Mitesco, Inc.                                                         0.5425789
MiX Telematics Ltd                                                    0.5425789
MNB TECHNOLOGIES INC                                                  0.5425789
MOAI TECHNOLOGIES INC                                                 0.5425789
MOBILEIRON, INC.                                                      0.5425789
MobileSmith, Inc.                                                     0.5425789
MobilityPay Holdings, Inc.                                            0.5425789
MOBITV, INC.                                                          0.5425789
MOBIX LABS, INC                                                       0.5425789
MODEL N, INC.                                                         0.5425789
MODERN HOLDINGS Inc                                                   0.5425789
MOJO ENTERTAINMENT INC                                                0.5425789
MOLEX INC                                                             0.5425789
MongoDB, Inc.                                                         0.5425789
MONOLITHIC POWER SYSTEMS, INC.                                        0.5425789
MONSTER PRODUCTS, INC.                                                0.5425789
MOSAIX INC                                                            0.5425789
MOTIVE INC                                                            0.5425789
Motive Technologies, Inc.                                             0.5425789
Motorola Solutions, Inc.                                              0.5425789
MPC CORP                                                              0.5425789
MPHASE TECHNOLOGIES, INC.                                             0.5425789
MPSI SYSTEMS INC                                                      0.5425789
MRV COMMUNICATIONS INC                                                0.5425789
MSC SOFTWARE CORP                                                     0.5425789
MTC TECHNOLOGIES INC                                                  0.5425789
MTM Technologies, Inc.                                                0.5425789
MTX INTERNATIONAL INC                                                 0.5425789
MULESOFT, INC                                                         0.5425789
MULTI FINELINE ELECTRONIX INC                                         0.5425789
MULTIMEDIA PLATFORMS INC.                                             0.5425789
MYPOINTS COM INC                                                      0.5425789
N-able, Inc.                                                          0.5425789
Nano Labs Ltd                                                         0.5425789
NanoFlex Power Corp                                                   0.5425789
NANOSYS, INC.                                                         0.5425789
NAPCO SECURITY TECHNOLOGIES, INC                                      0.5425789
NAPSTER INC                                                           0.5425789
NATIONAL INSTRUMENTS CORP                                             0.5425789
NATIONAL SEMICONDUCTOR CORP                                           0.5425789
Navan, Inc.                                                           0.5425789
Navitas Semiconductor Corp                                            0.5425789
NAVTECH INC                                                           0.5425789
Nayax Ltd.                                                            0.5425789
NCI, Inc.                                                             0.5425789
nCino, Inc.                                                           0.5425789
NCR Atleos Corp                                                       0.5425789
NCR Voyix Corp                                                        0.5425789
NEC CORP                                                              0.5425789
NEOMAGIC CORP                                                         0.5425789
NEOMEDIA TECHNOLOGIES INC                                             0.5425789
NEON SYSTEMS INC                                                      0.5425789
Neonode Inc.                                                          0.5425789
NEOPHOTONICS CORP                                                     0.5425789
NESS TECHNOLOGIES INC                                                 0.5425789
NetApp, Inc.                                                          0.5425789
NETCOMMERCE INC                                                       0.5425789
NetEase, Inc.                                                         0.5425789
NETGEAR, INC.                                                         0.5425789
NETIQ CORP                                                            0.5425789
NETLIST INC                                                           0.5425789
NETLOGIC MICROSYSTEMS INC                                             0.5425789
NETSCAPE COMMUNICATIONS CORP                                          0.5425789
NETSCOUT SYSTEMS INC                                                  0.5425789
Netskope Inc                                                          0.5425789
NETSOL TECHNOLOGIES INC                                               0.5425789
NETSTAR INC                                                           0.5425789
NETSUITE INC                                                          0.5425789
NETWORK CONNECTION INC                                                0.5425789
NETWORK SYSTEMS CORP                                                  0.5425789
NETWORTH INC                                                          0.5425789
NETZERO INC                                                           0.5425789
Neutron Holdings, Inc.                                                0.5425789
NEW DIMENSION SOFTWARE LTD                                            0.5425789
NEW RELIC, INC.                                                       0.5425789
NEXAR TECHNOLOGIES INC                                                0.5425789
NEXGEN INC                                                            0.5425789
NEXSAN CORP                                                           0.5425789
NEXT LEVEL COMMUNICATIONS INC                                         0.5425789
NEXTGEN HEALTHCARE, INC.                                              0.5425789
NEXTNAV INC.                                                          0.5425789
NEXX SYSTEMS INC                                                      0.5425789
NICE Ltd.                                                             0.5425789
Nimble Storage Inc                                                    0.5425789
NLIGHT, INC.                                                          0.5425789
NOKIA CORP                                                            0.5425789
NORTECH SYSTEMS INC                                                   0.5425789
NORTEL NETWORKS CORP                                                  0.5425789
NORTHROP GRUMMAN SYSTEMS CORP                                         0.5425789
NOTIFY TECHNOLOGY CORP                                                0.5425789
NOVELL INC                                                            0.5425789
NS8 CORP                                                              0.5425789
Nuance Communications, Inc.                                           0.5425789
Nutanix, Inc.                                                         0.5425789
NVIDIA CORP                                                           0.5425789
NWH INC                                                               0.5425789
NX NETWORKS INC                                                       0.5425789
NXP Semiconductors N.V.                                               0.5425789
O2MICRO INTERNATIONAL LTD                                             0.5425789
OAK INDUSTRIES INC                                                    0.5425789
OBJECTSPACE INC                                                       0.5425789
OCLARO, INC.                                                          0.5425789
Odyssey Semiconductor Technologies, Inc.                              0.5425789
Okta, Inc.                                                            0.5425789
OMM INC                                                               0.5425789
OMNICELL, INC.                                                        0.5425789
OMNIVISION TECHNOLOGIES INC                                           0.5425789
OMTOOL LTD                                                            0.5425789
ON SEMICONDUCTOR CORP                                                 0.5425789
ON2 TECHNOLOGIES, INC.                                                0.5425789
ON24 INC.                                                             0.5425789
ON4 COMMUNICATIONS INC.                                               0.5425789
ONE STOP SYSTEMS, INC.                                                0.5425789
OneSpan Inc.                                                          0.5425789
OneStream, Inc.                                                       0.5425789
ONI SYSTEMS CORP                                                      0.5425789
Onstream Media CORP                                                   0.5425789
OPEN MARKET INC                                                       0.5425789
OPEN TEXT CORP                                                        0.5425789
OPENTV CORP                                                           0.5425789
Opera Ltd                                                             0.5425789
OPNET TECHNOLOGIES INC                                                0.5425789
OPNEXT INC                                                            0.5425789
OPOWER, INC.                                                          0.5425789
OPTI INC                                                              0.5425789
Optiv Inc.                                                            0.5425789
ORACLE CORP                                                           0.5425789
Oracle Systems                                                        0.5425789
ORBIT INTERNATIONAL CORP                                              0.5425789
OSI SYSTEMS INC                                                       0.5425789
OVERLAND STORAGE INC                                                  0.5425789
OVID TECHNOLOGIES INC                                                 0.5425789
PAGEFLEX INC.                                                         0.5425789
PagerDuty, Inc.                                                       0.5425789
Palantir Technologies Inc.                                            0.5425789
Palladyne AI Corp.                                                    0.5425789
PALM INC                                                              0.5425789
Palo Alto Networks Inc                                                0.5425789
PaperClip, Inc.                                                       0.5425789
PAR TECHNOLOGY CORP                                                   0.5425789
PARADIGM GEOPHYSICAL LTD                                              0.5425789
Paradigm Ltd.                                                         0.5425789
PARADIGM4 INC                                                         0.5425789
PARETEUM Corp                                                         0.5425789
PARLEX CORP                                                           0.5425789
PARSONS CORP                                                          0.5425789
PASSUR Aerospace, Inc.                                                0.5425789
Patriot Software Co                                                   0.5425789
Paycom Software, Inc.                                                 0.5425789
PCD INC                                                               0.5425789
PDF SOLUTIONS INC                                                     0.5425789
PEC SOLUTIONS INC                                                     0.5425789
Penguin Solutions, Inc.                                               0.5425789
People Inc                                                            0.5425789
PEOPLESOFT INC                                                        0.5425789
Peraso Inc.                                                           0.5425789
PEREGRINE SEMICONDUCTOR CORP                                          0.5425789
PEREGRINE SYSTEMS INC                                                 0.5425789
Perfect Corp.                                                         0.5425789
PERFICIENT INC                                                        0.5425789
Perion Network Ltd.                                                   0.5425789
PERSONIFY INC                                                         0.5425789
PERVASIVE SOFTWARE INC                                                0.5425789
PFO Global, Inc.                                                      0.5425789
PHOENIX INTERNATIONAL LTD INC                                         0.5425789
PHOENIX TECHNOLOGIES LTD                                              0.5425789
PHOTRONICS INC                                                        0.5425789
PI HOLDINGS INC                                                       0.5425789
PICIS INC                                                             0.5425789
PINNACLE DATA SYSTEMS INC                                             0.5425789
PINTEREST, INC.                                                       0.5425789
Pivotal Software, Inc.                                                0.5425789
PIXELWORKS, INC                                                       0.5425789
PLANAR SYSTEMS INC                                                    0.5425789
Planet Labs PBC                                                       0.5425789
PLAYSTUDIOS, Inc.                                                     0.5425789
PLEXUS CORP                                                           0.5425789
Pluralsight, Inc.                                                     0.5425789
Plus Inc.                                                             0.5425789
PLX TECHNOLOGY INC                                                    0.5425789
PMC SIERRA INC                                                        0.5425789
PNY TECHNOLOGIES INC                                                  0.5425789
PodcastOne, Inc.                                                      0.5425789
POET TECHNOLOGIES INC.                                                0.5425789
PointClickCare Corp.                                                  0.5425789
POLYCOM INC                                                           0.5425789
Porch Group, Inc.                                                     0.5425789
PORTAL SOFTWARE INC                                                   0.5425789
POSITION INC                                                          0.5425789
POWER DESIGNS INC                                                     0.5425789
POWER INTEGRATIONS INC                                                0.5425789
POWER ONE INC                                                         0.5425789
POWER PARAGON INC                                                     0.5425789
Powerfleet, Inc.                                                      0.5425789
POWERSOFT CORP                                                        0.5425789
POWERWAVE TECHNOLOGIES INC                                            0.5425789
PRECISE SOFTWARE SOLUTIONS LTD                                        0.5425789
PRECISION SYSTEMS INC                                                 0.5425789
Preventia, Inc.                                                       0.5425789
PRIMARK CORP                                                          0.5425789
PRINCETON MEDIA GROUP INC                                             0.5425789
PRINTRONIX INC                                                        0.5425789
PRINTWARE INC                                                         0.5425789
PROCORE TECHNOLOGIES, INC.                                            0.5425789
Professional Diversity Network, Inc.                                  0.5425789
PROS Holdings, Inc.                                                   0.5425789
Prove Identity, Inc.                                                  0.5425789
PROXIM CORP                                                           0.5425789
PROXIM WIRELESS CORP                                                  0.5425789
PROXIMA CORP                                                          0.5425789
PSC INC                                                               0.5425789
PSINET INC                                                            0.5425789
PTC INC.                                                              0.5425789
PubMatic, Inc.                                                        0.5425789
PULSE ELECTRONICS CORP                                                0.5425789
Pulse Network, Inc.                                                   0.5425789
Q2 Holdings, Inc.                                                     0.5425789
QAD INC                                                               0.5425789
QLIK TECHNOLOGIES INC                                                 0.5425789
QLOGIC CORP                                                           0.5425789
Qorvo, Inc.                                                           0.5425789
QUADRAMED CORP                                                        0.5425789
QUALSTAR CORP                                                         0.5425789
QUALYS, INC.                                                          0.5425789
Quantinuum Inc.                                                       0.5425789
Quantum Computing Inc.                                                0.5425789
QUARTERDECK CORP                                                      0.5425789
QUEST SOFTWARE INC                                                    0.5425789
QUICKLOGIC Corp                                                       0.5425789
QUINTUS CORP                                                          0.5425789
Qumu Corp                                                             0.5425789
RACKSPACE HOSTING, INC.                                               0.5425789
Rackspace Technology, Inc.                                            0.5425789
RADCOM LTD                                                            0.5425789
RADIANT SYSTEMS INC                                                   0.5425789
RADISYS CORP                                                          0.5425789
RADYNE CORP                                                           0.5425789
Rally Software Development Corp                                       0.5425789
RAMBUS INC                                                            0.5425789
RAMP CORP                                                             0.5425789
RAMP NETWORKS INC                                                     0.5425789
RAMTEK CORP                                                           0.5425789
RAND WORLDWIDE INC                                                    0.5425789
Rank One Computing Corp                                               0.5425789
Rapid7, Inc.                                                          0.5425789
RAPTOR SYSTEMS INC                                                    0.5425789
RAYTHEON CO                                                           0.5425789
Rayton Solar Inc.                                                     0.5425789
RAZORFISH INC                                                         0.5425789
RDA CORP                                                              0.5425789
RDC INTERNATIONAL INC                                                 0.5425789
Reachout Technology Corp.                                             0.5425789
RealD Inc.                                                            0.5425789
REALNETWORKS INC                                                      0.5425789
RealPage, Inc.                                                        0.5425789
RED HAT INC                                                           0.5425789
Red Violet, Inc.                                                      0.5425789
Rekor Systems, Inc.                                                   0.5425789
REMEDY CORP                                                           0.5425789
RENAISSANCE LEARNING INC                                              0.5425789
Renesas Electronics America Inc.                                      0.5425789
REPCO INC                                                             0.5425789
Resonant Inc                                                          0.5425789
Resonate Blends, Inc.                                                 0.5425789
RESONATE INC                                                          0.5425789
RESPONSYS INC                                                         0.5425789
Retail Pro, Inc.                                                      0.5425789
REXON INC                                                             0.5425789
REYNOLDS & REYNOLDS CO                                                0.5425789
RF MICRO DEVICES INC                                                  0.5425789
RFI TECHNOLOGIES, INC.                                                0.5425789
Ribbon Communications Inc.                                            0.5425789
Rigetti Computing, Inc.                                               0.5425789
RIT TECHNOLOGIES LTD                                                  0.5425789
Riverbed Technology, Inc.                                             0.5425789
RIVEX TECHNOLOGY CORP.                                                0.5425789
Roblox Corp                                                           0.5425789
Rocket Fuel Inc.                                                      0.5425789
ROSETTA STONE INC                                                     0.5425789
ROSS TECHNOLOGY INC                                                   0.5425789
RPM ADVANTAGE, INC.                                                   0.5425789
Rubicon Technology, Inc.                                              0.5425789
Rubrik, Inc.                                                          0.5425789
RUCKUS WIRELESS INC                                                   0.5425789
RVISION, INC                                                          0.5425789
SABA SOFTWARE INC                                                     0.5425789
Sabre Corp                                                            0.5425789
SAFENET INC                                                           0.5425789
Sailpoint Technologies Holdings, Inc.                                 0.5425789
SailPoint, Inc.                                                       0.5425789
Salesforce, Inc.                                                      0.5425789
Samsara Inc.                                                          0.5425789
SAN HOLDINGS INC                                                      0.5425789
SAND TECHNOLOGY INC                                                   0.5425789
SANDISK CORP                                                          0.5425789
Sangoma Technologies Corp                                             0.5425789
SANMINA CORP                                                          0.5425789
SAP SE                                                                0.5425789
SAPIENT CORP                                                          0.5425789
SARS CORP.                                                            0.5425789
SaveDaily Inc                                                         0.5425789
SBS TECHNOLOGIES INC                                                  0.5425789
SCAN OPTICS INC                                                       0.5425789
SCANTRON CORP                                                         0.5425789
Science Applications International Corp                               0.5425789
SCIENT INC                                                            0.5425789
SCIENTIFIC ATLANTA INC                                                0.5425789
Scientific Games International, Inc.                                  0.5425789
SCIQUEST INC                                                          0.5425789
SDL INC                                                               0.5425789
SEACHANGE INTERNATIONAL INC                                           0.5425789
SECURED SERVICES INC                                                  0.5425789
SecureWorks Corp                                                      0.5425789
SEDONA CORP                                                           0.5425789
SEEC INC                                                              0.5425789
SEMICONDUCTOR COMPONENTS INDUSTRIES LLC                               0.5425789
SEMTECH CORP                                                          0.5425789
SendGrid, Inc.                                                        0.5425789
SENSORMATIC ELECTRONICS CORP                                          0.5425789
SENTINEL TECHNOLOGIES INC                                             0.5425789
SentinelOne, Inc.                                                     0.5425789
SEQUANS COMMUNICATIONS                                                0.5425789
SERENA SOFTWARE INC                                                   0.5425789
SERIESONE, INC                                                        0.5425789
ServiceMax, Inc.                                                      0.5425789
ServiceNow, Inc.                                                      0.5425789
ServiceTitan, Inc.                                                    0.5425789
SEVEN NETWORKS INC                                                    0.5425789
SharedLabs, Inc                                                       0.5425789
SharpSpring, Inc.                                                     0.5425789
SHELDAHL INC                                                          0.5425789
Shoals Technologies Group, Inc.                                       0.5425789
SHOPIFY INC.                                                          0.5425789
ShoreTel Inc                                                          0.5425789
SIERRA WIRELESS INC                                                   0.5425789
SIGMA DESIGNS INC                                                     0.5425789
SIGMATRON INTERNATIONAL INC                                           0.5425789
SILICOM LTD.                                                          0.5425789
SILICON IMAGE INC                                                     0.5425789
SILICON LABORATORIES INC.                                             0.5425789
SILICONIX INC                                                         0.5425789
SIMILARWEB LTD.                                                       0.5425789
SIMPLEX SOLUTIONS INC                                                 0.5425789
SIMTEK CORP                                                           0.5425789
Simulations Plus, Inc.                                                0.5425789
SINA CORP                                                             0.5425789
SIRIUS SOFTWARE INC                                                   0.5425789
SITE TECHNOLOGIES INC                                                 0.5425789
SITIME Corp                                                           0.5425789
SJ Electronics, Inc.                                                  0.5425789
SK hynix Inc.                                                         0.5425789
Skillsoft (US) Corp                                                   0.5425789
SkillSoft Ltd                                                         0.5425789
SkyWater Technology, Inc                                              0.5425789
SKYWORKS SOLUTIONS, INC.                                              0.5425789
SL INDUSTRIES INC                                                     0.5425789
Slack Technologies, Inc.                                              0.5425789
SMART MODULAR TECHNOLOGIES INC                                        0.5425789
SMART Technologies Inc.                                               0.5425789
SmartRent, Inc.                                                       0.5425789
SMARTSHEET INC                                                        0.5425789
SMITH MICRO SOFTWARE, INC.                                            0.5425789
SMTC CORP                                                             0.5425789
Snap Inc                                                              0.5425789
SNAPSHOT INC                                                          0.5425789
Snowflake Inc.                                                        0.5425789
SOCKET MOBILE, INC.                                                   0.5425789
SOFTECH INC                                                           0.5425789
SOFTWARE COM INC                                                      0.5425789
SOLAREDGE TECHNOLOGIES, INC.                                          0.5425789
SolarWinds, Inc.                                                      0.5425789
SOLERA CORP.                                                          0.5425789
SOLERA HOLDINGS, INC                                                  0.5425789
SOLITRON DEVICES INC                                                  0.5425789
SONIC FOUNDRY INC                                                     0.5425789
Sonics, Inc.                                                          0.5425789
SONNEN Corp                                                           0.5425789
SOPHEON PLC                                                           0.5425789
SOUNDTHINKING, INC.                                                   0.5425789
SOURCE PHOTONICS INC                                                  0.5425789
SOUTHERN ENERGY COMPANY, INC.                                         0.5425789
SPACE EXPLORATION TECHNOLOGIES CORP                                   0.5425789
SPACE SYSTEMS/LORAL, INC.                                             0.5425789
Spansion Inc.                                                         0.5425789
SPARTON CORP                                                          0.5425789
SPD HOLDINGS INC                                                      0.5425789
SPECTRA SYSTEMS CORP                                                  0.5425789
SPECTRALINK CORP                                                      0.5425789
SPECTRUM CONTROL INC                                                  0.5425789
SPIRE Corp                                                            0.5425789
SPLUNK INC                                                            0.5425789
SPR INC                                                               0.5425789
Sprinklr, Inc.                                                        0.5425789
Sprout Social, Inc.                                                   0.5425789
SPS COMMERCE INC                                                      0.5425789
SPYGLASS INC                                                          0.5425789
SQA INC                                                               0.5425789
Squarespace, Inc.                                                     0.5425789
SRA INTERNATIONAL, INC.                                               0.5425789
SS&C Technologies Holdings Inc                                        0.5425789
SS&C TECHNOLOGIES INC                                                 0.5425789
STAC INC                                                              0.5425789
Stanley, Inc.                                                         0.5425789
STAR TECHNOLOGIES INC                                                 0.5425789
STARBASE CORP                                                         0.5425789
STATS CHIPPAC, INC.                                                   0.5425789
STEC, INC.                                                            0.5425789
STEELCLOUD INC                                                        0.5425789
STEM, INC.                                                            0.5425789
STERLING SOFTWARE INC                                                 0.5425789
STI GROUP INC                                                         0.5425789
STM WIRELESS INC                                                      0.5425789
STRATACOM INC                                                         0.5425789
STRATASYS INC                                                         0.5425789
STRATEGIA CORP                                                        0.5425789
STRATUS COMPUTER INC                                                  0.5425789
STRATUS TECHNOLOGIES, INC.                                            0.5425789
STREAMLINE HEALTH SOLUTIONS INC.                                      0.5425789
SuccessFactors, Inc.                                                  0.5425789
Sumo Logic, Inc.                                                      0.5425789
SUMTOTAL SYSTEMS INC                                                  0.5425789
SUN                                                                   0.5425789
SUN MICROSYSTEMS, INC.                                                0.5425789
SunEdison Semiconductor Ltd                                           0.5425789
SUNEDISON, INC.                                                       0.5425789
SunGard                                                               0.5425789
SUNPOWER CORP                                                         0.5425789
SUNQUEST INFORMATION SYSTEMS INC                                      0.5425789
Super Micro Computer, Inc.                                            0.5425789
SuperCom Ltd                                                          0.5425789
SUPERTEX INC                                                          0.5425789
Switch, Inc.                                                          0.5425789
SYBASE INC                                                            0.5425789
SYKES ENTERPRISES INC                                                 0.5425789
SYMMETRICOM INC                                                       0.5425789
Synacor, Inc.                                                         0.5425789
SYNAPTICS Inc                                                         0.5425789
SYNCHRONICITY INC                                                     0.5425789
SYNCHRONOSS TECHNOLOGIES INC                                          0.5425789
SYNOPSYS INC                                                          0.5425789
SYNTECH INTERNATIONAL INC                                             0.5425789
SYNTEL INC                                                            0.5425789
Syntiant Corp.                                                        0.5425789
Sysorex, Inc.                                                         0.5425789
System1, Inc.                                                         0.5425789
SYSTEMS WEST INC                                                      0.5425789
T1V, Inc.                                                             0.5425789
Tableau Software Inc                                                  0.5425789
TAKE TWO INTERACTIVE SOFTWARE INC                                     0.5425789
TALX CORP                                                             0.5425789
TAMPA BAY CORP                                                        0.5425789
TANGOE INC                                                            0.5425789
TCI INTERNATIONAL INC                                                 0.5425789
TCI SOLUTIONS INC                                                     0.5425789
TCSI CORP                                                             0.5425789
TDK CORP                                                              0.5425789
TECHFORCE CORP                                                        0.5425789
TECHNICAL COMMUNICATIONS CORP                                         0.5425789
TECHNOLOGY SOLUTIONS COMPANY                                          0.5425789
Techpoint, Inc.                                                       0.5425789
TechSoup Global                                                       0.5425789
TECHWELL INC                                                          0.5425789
TEKELEC                                                               0.5425789
TEKNOWLEDGE CORP                                                      0.5425789
Tekumo, Inc.                                                          0.5425789
TEL INSTRUMENT ELECTRONICS CORP                                       0.5425789
TELECT INC                                                            0.5425789
TELEDATA COMMUNICATIONS LTD                                           0.5425789
Teledyne FLIR, LLC                                                    0.5425789
TELEDYNE INC                                                          0.5425789
TELEDYNE TECHNOLOGIES INC                                             0.5425789
TELEMETRIX INC                                                        0.5425789
Telenav, Inc.                                                         0.5425789
TELLABS INC                                                           0.5425789
TELOS CORP                                                            0.5425789
TELULAR CORP                                                          0.5425789
TELVUE CORP                                                           0.5425789
Tempus AI, Inc.                                                       0.5425789
TESSERA INC                                                           0.5425789
TESSERA TECHNOLOGIES INC                                              0.5425789
TEXAS INSTRUMENTS INC                                                 0.5425789
Textura Corp                                                          0.5425789
THQ INC                                                               0.5425789
TIBCO SOFTWARE INC                                                    0.5425789
TIE COMMUNICATIONS INC                                                0.5425789
TigerLogic CORP                                                       0.5425789
TIGO ENERGY, INC.                                                     0.5425789
Titan Environmental Solutions Inc.                                    0.5425789
Titanium Group LTD                                                    0.5425789
TOMAX CORP                                                            0.5425789
TOROTEL INC                                                           0.5425789
TOSHIBA CORP                                                          0.5425789
TOWER SEMICONDUCTOR LTD                                               0.5425789
TOYO Co., Ltd                                                         0.5425789
Track Group, Inc.                                                     0.5425789
Trade Desk, Inc.                                                      0.5425789
TRANSACT TECHNOLOGIES INC                                             0.5425789
TransparentBusiness, Inc.                                             0.5425789
Transphorm, Inc.                                                      0.5425789
TREEV INC                                                             0.5425789
TREND MICRO INC                                                       0.5425789
TRIAD SYSTEMS CORP                                                    0.5425789
TRIDEX CORP                                                           0.5425789
Triller Corp.                                                         0.5425789
TRIMAX CORP                                                           0.5425789
Trina Solar LTD                                                       0.5425789
TRINITY WORKS INC                                                     0.5425789
TripAdvisor, Inc.                                                     0.5425789
TRIPOS INC                                                            0.5425789
TRIPWIRE INC                                                          0.5425789
TRIQUINT SEMICONDUCTOR INC                                            0.5425789
TROY GROUP INC                                                        0.5425789
TruBridge, Inc.                                                       0.5425789
TrueCar, Inc.                                                         0.5425789
TRUEVISION INC                                                        0.5425789
Trustwave Holdings, Inc.                                              0.5425789
TSR INC                                                               0.5425789
TSX CORP                                                              0.5425789
TTM TECHNOLOGIES INC                                                  0.5425789
TUBEMOGUL INC                                                         0.5425789
Turtle Beach Corp                                                     0.5425789
TVI CORP                                                              0.5425789
TWILIO INC                                                            0.5425789
TWITTER, INC.                                                         0.5425789
TYCOM LTD                                                             0.5425789
TYLER TECHNOLOGIES INC                                                0.5425789
UAV Corp                                                              0.5425789
Ubiquiti Inc.                                                         0.5425789
UGS Corp.                                                             0.5425789
UiPath, Inc.                                                          0.5425789
ULTIMATE SOFTWARE GROUP INC                                           0.5425789
Ultra Clean Holdings, Inc.                                            0.5425789
UNISON SOFTWARE INC                                                   0.5425789
UNISYS CORP                                                           0.5425789
United American Corp                                                  0.5425789
UNITED ONLINE INC                                                     0.5425789
UNITED SYSTEMS TECHNOLOGY INC                                         0.5425789
Unity Software Inc.                                                   0.5425789
Updater Inc.                                                          0.5425789
Upland Software, Inc.                                                 0.5425789
